spanish	reference	candidate	bleu	rogue	pos_reference	pos_candidate	bleu_pos	rogue_pos
Tengo demasiadas cosas en la cabeza estos días.	I have too many things on my mind these days.	I've got too many things on my mind these days.	78.60753021519781	0.7999999950000002	PRON VERB DET NUM NOUN ADP PRON PRON ADV PRON PUNCT	PRON VERB VERB DET NUM NOUN ADP PRON PRON ADV PRON PUNCT	84.85766316739432	0.999999995
Yo sólo quería revisar mis correos electrónicos.	I just wanted to check my email.	I just wanted to check my emails.	70.71067811865478	0.8571428521428571	PRON ADV VERB INTJ VERB PRON NOUN PUNCT	PRON ADV VERB INTJ VERB PRON NOUN PUNCT	100.00000000000004	0.999999995
¿Realmente necesitas preguntar para saber la respuesta?	Do you really need to ask the question to know the answer?	Do you really need to ask to know the answer?	67.80814773941113	0.9473684160664821	VERB ADV ADV VERB ADV VERB DET NOUN PART VERB DET NOUN PUNCT	VERB PRON ADV VERB ADV VERB PRON VERB DET NOUN PUNCT	40.292759186936564	0.8333333283333335
¡No puedes esperar de mí que yo siempre piense en todo!	You can't expect me to always think of everything!	You can't expect me to always think about everything!	70.71067811865478	0.888888883888889	PRON AUX ADV VERB PRON AUX ADV VERB ADP PRON PUNCT	PRON AUX ADV VERB PRON AUX ADV VERB ADP PRON PUNCT	100.00000000000004	0.999999995
Supongo que detrás de cada cosa que tenemos que hacer, hay algo que queremos hacer...	I suppose that behind each thing we have to do, there's something we want to do...	I guess behind everything we have to do, there's something we want to do...	69.97150369717171	0.7692307642603551	ADV ADV VERB ADP DET NOUN PRON VERB ADV VERB VERB PRON VERB NOUN PRON VERB PRON VERB PUNCT	PRON VERB ADP NOUN PRON VERB ADV VERB VERB PRON VERB NOUN PRON VERB PRON VERB PUNCT	75.40757404706284	0.9230769181065088
Realmente no tienes las prioridades correctas.	You really don't have the right priorities!	You really don't have the right priorities.	84.08964152537145	0.8571428521428571	ADV ADV VERB ADV VERB PRON ADJ NOUN PUNCT	ADV ADV VERB ADV VERB PRON ADJ NOUN PUNCT	100.00000000000004	0.999999995
¡No esperes que los demás piensen por ti!	Don't expect others to think for you!	Don't expect others to think for you!	100.00000000000004	0.999999995	AUX ADV VERB NOUN PRON VERB ADP PRON PUNCT	AUX ADV VERB NOUN PRON VERB ADP PRON PUNCT	100.00000000000004	0.999999995
¡Nunca tienes tiempo para las cosas importantes!	You never have time for important things!	You never have time for important things!	100.00000000000004	0.999999995	ADV ADV VERB PRON VERB ADJ NOUN PUNCT	ADV ADV VERB PRON VERB ADJ NOUN PUNCT	100.00000000000004	0.999999995
¡No vale la pena que hagas como que me haces creer que creo cosas que tú no crees!	It's no use pretending to make me believe that I believe things you don't believe!	It's not worth it if you pretend to make me believe that I believe things you don't believe!	60.98820960308448	0.7333333283555556	PRON VERB ADV PRON VERB PART VERB PRON VERB PRON PRON VERB NOUN PRON VERB ADV VERB PUNCT	PRON VERB ADV VERB PRON ADV PRON VERB PRON VERB PRON VERB PRON PRON VERB NOUN PRON VERB ADV VERB PUNCT	66.171676037833	0.9090909041322315
Me llevaría demasiado tiempo explicarte por qué no va a funcionar.	It would take me too much time to explain to you why it's not going to work.	It would take me too long to explain why it's not going to work.	56.42812502283149	0.8571428521683674	PRON AUX VERB PRON ADV ADV PRON ADV VERB ADP PRON ADV PRON VERB PRON VERB PART VERB PUNCT	PRON AUX VERB PRON ADV ADV ADV VERB ADV PRON VERB PRON VERB PART VERB PUNCT	65.13095672887883	0.9230769181065088
Soy tan tonto... estoy intentando explicarte cosas que no entiendo ni yo.	I'm so dumb... I'm trying to explain things to you that I don't understand myself.	I'm so dumb... I'm trying to explain things to you that I don't even understand.	85.25307165576885	0.9230769180769233	PRON VERB ADV ADJ VERB PRON VERB VERB INTJ VERB PRON VERB PRON ADP PRON VERB ADV VERB PRON PUNCT	PRON VERB ADV ADJ VERB PRON VERB VERB INTJ VERB PRON ADP PRON ADP PRON VERB ADV ADV VERB PUNCT	75.90994812356263	0.999999995
"¡Deja de mirarme como una persona ""normal""!"	"Stop seeing me as a ""normal"" person!"	"Stop looking at me like a ""normal"" person!"	49.616830003403614	0.6666666616888889	VERB VERB PRON DET DET ADV ADJ ADJ NOUN PUNCT	VERB VERB ADP PRON ADP DET ADJ ADJ ADJ NOUN PUNCT	29.982213893423374	0.8571428521428571
Podrías al menos tratar de ser más cortés, aunque no sea tu naturaleza.	You could at least try to be a bit more polite, even though it's not like you.	You could at least try to be more polite, even if it's not your nature.	48.11256400535273	0.7499999950195314	PRON AUX ADV ADV VERB ADV VERB ADV ADV ADV ADJ PUNCT ADV ADV PRON VERB ADV VERB PRON PUNCT	PRON AUX ADV ADV VERB ADV VERB ADV ADJ PUNCT ADV ADV PRON VERB ADV PRON NOUN PUNCT	70.66452455664317	0.9230769181065088
Siempre habrá cosas que nunca aprenderé, ¡no tengo toda la eternidad ante mí!	There will always be things I will never learn, I don't have eternity before me!	There will always be things I will never learn, I do not have all eternity before me!	68.59238121837059	0.8571428521683674	AUX ADV ADV VERB NOUN PRON AUX ADV VERB PUNCT PRON VERB ADV VERB NOUN ADP PRON PUNCT	AUX ADV ADV VERB NOUN PRON AUX ADV VERB PUNCT PRON VERB ADV VERB DET NOUN ADP PRON PUNCT	84.92326635760686	0.9333333283555556
¡No puede ser!	It can't be!	No way!	0.0	0.0	PRON AUX AUX VERB PUNCT	ADV NOUN PUNCT	0.0	0.2857142808163266
¿Te gustaría beber algo?	Would you like something to drink?	Would you like a drink?	32.159351091190125	0.7272727223140496	AUX ADV DET NOUN PART VERB PUNCT	AUX PRON VERB DET NOUN PUNCT	17.278735854774755	0.6153846104142012
"¿Quién es? ""Es tu madre."""	"Who is it? ""It's your mother."""	"Who is it? ""It's your mother."""	100.00000000000004	0.999999995	AUX VERB PRON PUNCT VERB PRON VERB PRON NOUN PUNCT SYM	AUX VERB PRON PUNCT VERB PRON VERB PRON NOUN PUNCT SYM	100.00000000000004	0.999999995
"¿Cuándo volverás? ""Todo depende del clima."""	"When will you be back? ""It all depends on the weather."""	"When will you be back? ""Everything depends on the weather."""	72.85959997974687	0.8695652124007562	AUX AUX PRON VERB VERB ADP PUNCT PRON DET VERB ADP DET NOUN PUNCT SYM	AUX AUX PRON VERB VERB PUNCT VERB PRON VERB ADP DET NOUN PUNCT SYM	59.82478028836977	0.999999995
—¿Qué pasa? —preguntó el pequeño conejo blanco.	What's the matter? asked the little white rabbit.	"""What is it?"" asked the little white rabbit."	43.36189090348677	0.6666666616888889	PRON VERB DET NOUN PUNCT VERB DET ADJ ADJ NOUN PUNCT	VERB PRON VERB PRON PRON VERB DET ADJ ADJ NOUN PUNCT	54.91004867761124	0.999999995
"¿Qué habrá en la cueva? Tengo curiosidad. ""No tengo ni idea."""	"What's going on in the cave? I'm curious. ""I have no idea."""	"What will be in the cave? I'm curious. ""I have no idea."""	80.53122030796273	0.7692307642307693	VERB PRON VERB ADP ADP DET NOUN VERB PRON VERB ADJ PUNCT VERB PRON VERB DET NOUN PUNCT SYM	AUX VERB DET VERB DET NOUN VERB PRON VERB ADJ PUNCT VERB PRON VERB DET NOUN PUNCT SYM	73.96881790087367	0.874999995
"A decir verdad, tengo vértigo. ""¡Eres un cobarde!"""	"To tell you the truth, I am scared of heights. ""You are a coward!"""	"To tell you the truth, I have vertigo. ""You're a coward!"""	47.0979469721022	0.639999995072	ADV VERB DET DET NOUN PUNCT PRON VERB ADJ ADP NOUN PUNCT INTJ INTJ VERB DET NOUN PUNCT SYM	ADV VERB DET DET NOUN VERB PRON VERB NOUN PUNCT INTJ INTJ VERB DET NOUN PUNCT SYM	65.31272626548126	0.8888888839506174
Confía en mí, dijo él.	Trust me, he said.	Trust me, he said.	100.00000000000004	0.999999995	VERB PRON PUNCT PRON VERB PUNCT	VERB PRON PUNCT PRON VERB PUNCT	100.00000000000004	0.999999995
—¡Esto es lo que estaba buscando! —exclamó él.	This is what I was looking for! he exclaimed.	"""This is what I was looking for!"" he exclaimed."	67.03420896351791	0.7777777727777778	PRON VERB PRON PRON VERB VERB ADP PUNCT PRON VERB PUNCT	PUNCT PRON VERB PRON PRON VERB VERB ADP PRON PRON VERB PUNCT	69.50150297221265	0.999999995
—Esto parece muy interesante —dice Hiroshi.	This looks pretty interesting, Hiroshi says.	"""This seems very interesting,"" says Hiroshi."	11.044795567078939	0.16666666166666683	PRON VERB ADV ADJ PUNCT PROPN VERB PUNCT	PUNCT PRON VERB ADV ADJ PUNCT VERB PROPN PUNCT	50.197242487957936	0.8333333283333335
"El teléfono está sonando. ""Yo lo cogeré."""	"The phone is ringing. ""I'll get it."""	"The phone's ringing. ""I'll get it."""	70.80735452207037	0.7999999950222222	DET NOUN VERB VERB PUNCT VERB PRON AUX VERB PRON PUNCT SYM	DET NOUN PART VERB PUNCT VERB PRON AUX VERB PRON PUNCT SYM	76.91605673134588	0.9333333283555556
"Gracias por ayudarme. ""No hay de qué."""	"Thank you for helping me. ""Don't mention it."""	"Thank you for helping me. ""You're welcome."""	57.66735394403278	0.7058823479584776	VERB PRON PRON VERB PRON PUNCT PRON AUX ADV VERB PRON PUNCT SYM	VERB PRON VERB PRON VERB PRON VERB PRON VERB ADJ PUNCT SYM	19.193329210841327	0.7272727223140496
Algún día correré como el viento.	Someday I'll run like the wind.	Someday I'll run like the wind.	100.00000000000004	0.999999995	ADV PRON AUX VERB ADP DET NOUN PUNCT	ADV PRON AUX VERB ADP DET NOUN PUNCT	100.00000000000004	0.999999995
"A ella le gusta la música. ""A mí también."""	"She likes music. ""So do I."""	"She likes music. ""Me too."""	45.93613320783059	0.6153846104142012	PRON VERB NOUN PUNCT VERB PRON VERB PRON SYM SYM	PRON VERB NOUN PUNCT VERB PRON ADV PUNCT SYM	54.627576446464936	0.9090909041322315
Por favor, no llores.	Please don't cry.	Please don't cry.	100.00000000000004	0.999999995	INTJ VERB ADV VERB PUNCT	INTJ VERB ADV VERB PUNCT	100.00000000000004	0.999999995
Hazme saber si hay algo que yo pueda hacer.	Let me know if there's anything I can do.	Let me know if there's anything I can do.	100.00000000000004	0.999999995	VERB PRON VERB ADP PRON VERB NOUN PRON AUX VERB PUNCT	VERB PRON VERB ADP PRON VERB NOUN PRON AUX VERB PUNCT	100.00000000000004	0.999999995
Depende de ti decidir si vamos allí o no.	It's up to you to decide whether we'll go there or not.	It's up to you to decide whether we're going there or not.	67.03420896351791	0.8181818131818183	PRON VERB ADV VERB PRON ADV VERB ADP PRON AUX VERB ADV CCONJ ADV PUNCT	VERB PRON VERB ADP PRON ADV VERB ADP PRON VERB VERB CCONJ CCONJ ADV PUNCT	39.12950299584578	0.9230769181065088
No comienza hasta las ocho y treinta.	It doesn't start until eight thirty.	It doesn't start until 8:30.	36.55552228545123	0.7272727223140496	PRON VERB ADV ADV ADP NUM NUM PUNCT	PRON VERB ADV VERB ADP NUM PUNCT	29.969770769039062	0.999999995
Quiero un barco que me lleve lejos de aquí.	I want a boat that'll take me far away from here.	I want a boat to take me away from here.	47.08519732645178	0.8571428521541952	PRON VERB DET NOUN PRON AUX VERB PRON ADV ADV ADV ADV PUNCT	PRON VERB DET NOUN PART VERB PRON ADP ADV ADV PUNCT	31.530788046040357	0.7999999950222222
"Tengo ganas de jugar a las cartas. ""Yo también."""	"I feel like playing cards. ""So do I."""	"I feel like playing cards. ""Me too."""	57.66735394403278	0.749999995	PRON VERB ADV PRON NOUN PUNCT VERB PRON VERB PRON SYM SYM	PRON VERB ADV PRON NOUN PUNCT VERB PRON ADV PUNCT SYM	63.8194179668201	0.999999995
Un japonés nunca haría tal cosa.	A Japanese would never do such a thing.	A Japanese would never do such a thing.	100.00000000000004	0.999999995	DET PROPN AUX ADV VERB ADV DET NOUN PUNCT	DET PROPN AUX ADV VERB ADV DET NOUN PUNCT	100.00000000000004	0.999999995
Allen es un poeta.	Allen is a poet.	Allen's a poet.	46.30777161991026	0.5714285665306124	PROPN VERB DET NOUN PUNCT	PROPN VERB DET NOUN PUNCT	100.00000000000004	0.999999995
El arquero mató al ciervo.	The archer killed the deer.	The archer killed the deer.	100.00000000000004	0.999999995	DET PROPN VERB DET NOUN PUNCT	DET PROPN VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Si ves un error, entonces corrígelo, por favor.	If you see a mistake, then please correct it.	If you see a mistake, then correct it, please.	60.003429061308495	0.7777777727777778	ADV PRON VERB DET NOUN AUX VERB PRON VERB PRON PUNCT	ADV PRON VERB DET NOUN VERB ADV VERB PRON INTJ INTJ PUNCT	38.827267775222325	0.8571428521428571
Si no comes, te mueres.	If you don't eat, you die.	If you don't eat, you die.	100.00000000000004	0.999999995	ADV PRON VERB ADV VERB INTJ PRON VERB PUNCT	ADV PRON VERB ADV VERB INTJ PRON VERB PUNCT	100.00000000000004	0.999999995
"¿Cómo se escribe ""pretty""?"	"How do you spell ""pretty""?"	"How do you spell ""pretty""?"	100.00000000000004	0.999999995	AUX VERB PRON VERB ADV ADJ ADJ PUNCT	AUX VERB PRON VERB ADV ADJ ADJ PUNCT	100.00000000000004	0.999999995
¿Por qué no nos vamos a casa?	Why don't we go home?	Why don't we go home?	100.00000000000004	0.999999995	AUX VERB AUX PRON VERB PRON PUNCT	AUX VERB AUX PRON VERB PRON PUNCT	100.00000000000004	0.999999995
Lo siento, no puedo quedarme mucho tiempo.	I'm sorry, I can't stay long.	I'm sorry, I can't stay long.	100.00000000000004	0.999999995	PRON VERB ADJ INTJ PRON AUX ADV VERB ADV PUNCT	PRON VERB ADJ INTJ PRON AUX ADV VERB ADV PUNCT	100.00000000000004	0.999999995
10 años es un largo tiempo para esperar.	Ten years is a long time to wait.	10 years is a long time to wait.	86.33400213704509	0.874999995	NUM NOUN VERB ADV ADV ADV ADV VERB PUNCT	NUM NOUN VERB DET ADJ NOUN PRON VERB PUNCT	22.31618068926665	0.6666666618055556
"¿Por qué no vas? ""Porque no quiero."""	"Why aren't you going? ""Because I don't want to."""	"Why don't you go? ""Because I don't want to."""	68.12455364200612	0.8421052581717452	AUX VERB PRON PRON VERB ADP PRON VERB PRON VERB ADV VERB PRON PUNCT SYM	AUX VERB VERB PRON VERB ADP PRON VERB PRON VERB ADV VERB PRON PUNCT SYM	84.08964152537145	0.999999995
Un millón de personas perdieron la vida en la guerra.	One million people lost their lives in the war.	A million people lost their lives in the war.	88.01117367933934	0.888888883888889	NUM NUM NOUN VERB PRON NOUN ADP DET NOUN PUNCT	NUM NUM NOUN VERB PRON NOUN ADP DET NOUN PUNCT	100.00000000000004	0.999999995
Vine a Tokio hace tres años y he estado viviendo aquí desde entonces.	I came to Tokyo three years ago and have been living here ever since.	I came to Tokyo three years ago and I've been living here ever since.	80.03203203845001	0.9285714235714286	PRON VERB ADP PROPN NUM NOUN ADV ADV VERB ADV VERB ADV ADV ADV PUNCT	PRON VERB ADP PROPN NUM NOUN ADV ADV PRON VERB VERB PRON ADV ADV ADV PUNCT	62.628449627654696	0.999999995
He vivido más de un mes en Nagoya.	I lived for more than a month in Nagoya.	I've lived more than a month in Nagoya.	67.16877364745231	0.823529406782007	PRON VERB ADP DET ADP NUM NOUN ADP PROPN PUNCT	PRON VERB VERB ADV ADV NUM NOUN ADP PROPN PUNCT	45.180100180492246	0.874999995
No es del todo raro vivir más de 90 años.	It is not rare at all to live over ninety years.	It's not quite weird to live more than 90 years.	10.234459018728545	0.3809523759637189	PRON VERB ADV ADJ ADP DET PART VERB ADP NUM NOUN PUNCT	PRON VERB ADV ADV ADJ PART VERB ADV ADV NUM NOUN PUNCT	25.965358893403373	0.8888888839506174
Primero, voy a hacer un esquema de mi nuevo sitio de internet.	First, I'm going to do an outline of my new website.	First, I'm going to make an outline of my new website.	76.11606003349888	0.9090909040909091	ADV VERB PRON VERB VERB INTJ VERB DET NOUN ADP PRON NUM NOUN PUNCT	ADV VERB PRON VERB VERB INTJ VERB DET NOUN ADP PRON NUM NOUN PUNCT	100.00000000000004	0.999999995
Cuando empieces a parecerte a la foto de tu pasaporte deberías irte de vacaciones.	When you're beginning to look like the photo in your passport, you should go on a holiday.	When you start to look like your passport photo, you should go on vacation.	29.787357109934764	0.5999999950888889	ADV PRON VERB VERB ADV VERB VERB DET NOUN ADP PRON NOUN ADV PRON AUX VERB ADP DET NOUN PUNCT	ADV PRON VERB ADV VERB ADP PRON NOUN NOUN INTJ PRON AUX VERB ADP NOUN PUNCT	28.19168524546943	0.874999995
¡No fui yo, comisario!	It wasn't me, commissioner!	It wasn't me, Sheriff!	53.7284965911771	0.749999995	PRON VERB PRON VERB PRON NOUN PUNCT	PRON VERB PRON VERB PRON NOUN PUNCT	100.00000000000004	0.999999995
¡Oh, mis pantalones blancos! Eran nuevos.	Oh, my white pants! And they were new.	Oh, my white pants, they were new.	59.54165059120785	0.7999999950222222	INTJ PUNCT PRON ADJ NOUN PUNCT ADV PRON VERB ADJ PUNCT	INTJ PUNCT PRON ADJ NOUN PUNCT PRON VERB ADJ PUNCT	71.0866788975034	0.9230769181065088
Naturalmente, con tanta gente a su alrededor se puso un poco nervioso.	With so many people around he naturally became a bit nervous.	Naturally, with so many people around him, he got a little nervous.	21.023693683267553	0.6086956471833649	ADV ADV ADV NOUN ADV PRON ADV VERB ADV ADV ADJ PUNCT	ADV ADV ADV ADV ADV NOUN ADV PRON PUNCT PRON VERB ADV ADV ADJ PUNCT	58.282339541526554	0.999999995
Al salir de la estación vi a un hombre.	When I left the train station, I saw a man.	As I left the station, I saw a man.	64.07117598241614	0.823529406782007	ADP PRON VERB DET NOUN NOUN VERB PRON VERB DET NOUN PUNCT	ADP PRON VERB DET NOUN VERB PRON VERB DET NOUN PUNCT	82.50796367302365	0.999999995
¿Y nadie le ayudó?	And nobody helped you?	And no one helped him?	10.682175159905853	0.4444444395061729	ADV PRON VERB PRON PUNCT	ADV DET NOUN VERB PRON PUNCT	32.46679154750991	0.7999999952000001
¡Eres un ángel!	You're an angel!	You're an angel!	100.00000000000004	0.999999995	INTJ VERB DET NOUN PUNCT	INTJ VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Los madrileños son unos locos.	People from Madrid are lunatics.	Madrileños are crazy.	11.521590992286539	0.24999999531250006	NOUN ADP PROPN VERB NOUN PUNCT	PROPN VERB ADJ PUNCT	21.444097124017667	0.6666666617283951
Bueno, la noche es muy larga, ¿no?	Well, the night is quite long, isn't it?	Well, the night's too long, isn't it?	47.53852732567741	0.6666666616888889	ADV PUNCT DET NOUN VERB ADV ADV PUNCT INTJ VERB PRON PUNCT	ADV SYM DET NOUN VERB ADV ADV PUNCT INTJ VERB PRON PUNCT	82.651681837938	0.9333333283555556
Has tenido suerte de que no te haya mordido.	You're lucky because he didn't bite you.	You were lucky I didn't bite you.	36.55552228545123	0.5714285664285715	PRON VERB ADJ ADP PRON VERB ADV VERB PRON PUNCT	INTJ VERB ADJ PRON VERB ADV VERB PRON PUNCT	59.11602603314155	0.8333333283333335
¿Me has echado de menos?	Did you miss me?	Did you miss me?	100.00000000000004	0.999999995	VERB PRON VERB PRON PUNCT	VERB PRON VERB PRON PUNCT	100.00000000000004	0.999999995
¿Son todos iguales?	Are they all the same?	Are they all the same?	100.00000000000004	0.999999995	VERB PRON VERB ADV ADJ PUNCT	VERB PRON VERB ADV ADJ PUNCT	100.00000000000004	0.999999995
¡Muchas gracias!	Thank you very much!	Thank you so much!	30.213753973567677	0.749999995	VERB PRON ADV ADV PUNCT	VERB PRON ADV ADV PUNCT	100.00000000000004	0.999999995
Por favor, ¿dónde están los huevos?	Where are the eggs, please?	Please, where are the eggs?	27.77619034011791	0.3999999950000001	ADV VERB DET NOUN PUNCT INTJ PUNCT	INTJ VERB ADV VERB DET NOUN PUNCT	64.34588841607616	0.8333333283333335
Lo tomo.	I'll take it.	I'll take it.	100.00000000000004	0.999999995	PRON AUX VERB PRON PUNCT	PRON AUX VERB PRON PUNCT	100.00000000000004	0.999999995
Es una sorpresa.	It's a surprise.	It's a surprise.	100.00000000000004	0.999999995	PRON VERB DET NOUN PUNCT	PRON VERB DET NOUN PUNCT	100.00000000000004	0.999999995
¡Esto es una buena idea!	That's a good idea!	This is a good idea!	50.81327481546149	0.6666666617283951	DET VERB DET ADJ NOUN PUNCT	DET VERB DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
¿Ida y vuelta? Sólo ida.	Round trip? Only one-way.	Go back and forth?	8.745825313180626	0.0	VERB NOUN SYM ADV ADV PUNCT	VERB ADV ADV ADV PUNCT	34.98330125272253	0.7499999953125
Es una pena cuando alguien muere.	It's a pity when somebody dies.	It's a shame when someone dies.	19.64073254502566	0.6666666616666668	PRON VERB DET NOUN ADV NOUN VERB PUNCT	PRON VERB DET NOUN ADV PRON VERB PUNCT	59.4603557501361	0.999999995
Se quedaron con la boca abierta.	They were left speechless.	They kept their mouths open.	9.652434877402245	0.22222221728395072	PRON VERB PRON ADJ PUNCT	PRON VERB PRON NOUN ADJ PUNCT	37.99178428257963	0.8888888839506174
¡Caramba! ¡No está mal!	Damn! It's not bad!	Wow, that's not bad!	30.213753973567677	0.4999999950000001	INTJ PUNCT PRON VERB ADV ADJ PUNCT	INTJ SYM DET VERB ADV ADJ PUNCT	43.47208719449914	0.7692307642603551
Estirar después del lavado.	Pull into shape after washing.	Stretch after washing.	36.06452879987789	0.49999999531250006	VERB ADP NOUN ADP PRON PUNCT	VERB ADP NOUN PUNCT	38.75385825373298	0.8888888839506174
Lavar antes de usar.	Wash before first wearing.	Wash before use.	27.534765745159184	0.5714285665306124	VERB ADP DET VERB PUNCT	VERB ADP NOUN PUNCT	27.534765745159184	0.749999995
No abrir antes de que pare el tren.	Don't open before the train stops.	Don't open before the train stops.	100.00000000000004	0.999999995	VERB ADV VERB ADP DET NOUN VERB PUNCT	VERB ADV VERB ADP DET NOUN VERB PUNCT	100.00000000000004	0.999999995
Aquellos que viven en casas de cristal no deberían tirar piedras.	People who live in glass houses shouldn't throw stones.	Those who live in glass houses shouldn't throw stones.	88.01117367933934	0.888888883888889	NOUN PRON VERB ADP NOUN NOUN AUX ADV VERB NOUN PUNCT	DET PRON VERB ADP NOUN NOUN AUX ADV VERB NOUN PUNCT	89.31539818068698	0.9333333283555556
Se dice que el amor es ciego.	They say love is blind.	Love is said to be blind.	14.535768424205482	0.36363635867768596	PRON VERB NOUN VERB ADJ PUNCT	PROPN VERB VERB PART VERB ADJ PUNCT	26.269098944241588	0.5999999950000001
Oh, lo siento.	Oh, I'm sorry.	Oh, I'm sorry.	100.00000000000004	0.999999995	INTJ INTJ PRON VERB ADJ PUNCT	INTJ INTJ PRON VERB ADJ PUNCT	100.00000000000004	0.999999995
Las mates son como el amor: una idea simple, pero puede complicarse.	Math is like love: a simple idea, but it can get complicated.	Mattes are like love: a simple idea, but it can get complicated.	85.07331335123531	0.8333333283333335	NOUN VERB INTJ ADJ PUNCT DET ADJ NOUN PUNCT CCONJ PRON AUX VERB ADJ PUNCT	PRON VERB DET ADJ PUNCT DET ADJ NOUN PUNCT CCONJ PRON AUX VERB ADJ PUNCT	79.16963878457506	0.9411764656055364
Las únicas respuestas útiles son las que plantean nuevas preguntas.	The only useful answers are those that raise new questions.	The only useful answers are those that pose new questions.	70.16879391277372	0.899999995	DET ADV ADJ NOUN VERB DET PRON VERB ADJ NOUN PUNCT	DET ADV ADJ NOUN VERB DET PRON VERB ADJ NOUN PUNCT	100.00000000000004	0.999999995
Dudar de sí mismo es la primera señal de inteligencia.	To have doubts about oneself is the first sign of intelligence.	Doubting yourself is the first sign of intelligence.	52.01870634468553	0.6315789424930748	ADV VERB NOUN ADP PRON VERB DET ADJ NOUN ADP NOUN PUNCT	VERB PRON VERB DET ADJ NOUN ADP NOUN PUNCT	63.70964381207869	0.9333333283555556
No es pobre quien tiene muy poco, sino quien ansía demasiado.	Poor is not the one who has too little, but the one who wants too much.	It is not poor who has very little, but who craves too much.	17.345671378644795	0.6666666616666668	ADV VERB ADV DET NOUN PRON VERB ADV ADV PUNCT CCONJ DET NOUN PRON VERB ADV ADV PUNCT	PRON VERB ADV ADJ PRON VERB ADV ADJ PUNCT CCONJ PRON VERB ADV ADJ PUNCT	17.345671378644795	0.7692307642603551
Viendo que no estás sorprendido, creo que debes estar al corriente.	Seeing that you're not surprised, I think you must have known.	Seeing as you're not surprised, I think you should be aware.	50.08718428920986	0.6363636313636364	VERB PRON AUX VERB ADV ADJ VERB PRON VERB PRON AUX VERB VERB PUNCT	VERB ADP PRON VERB ADV ADJ PUNCT PRON VERB PRON AUX VERB ADJ PUNCT	38.50322886878713	0.9230769181065088
¿Cuánto tiempo se tarda en llegar a la estación?	How long does it take to get to the station?	How long does it take to get to the station?	100.00000000000004	0.999999995	ADV ADV PRON AUX VERB PART VERB ADP DET NOUN PUNCT	ADV ADV PRON AUX VERB PART VERB ADP DET NOUN PUNCT	100.00000000000004	0.999999995
Este será un buen souvenir de mi viaje a los Estados Unidos.	This will be a good souvenir of my trip around the United States.	This will be a good souvenir of my trip to the United States.	78.25422900366432	0.9230769180769233	PRON AUX VERB DET ADJ NOUN ADP PRON NOUN ADP DET PROPN PROPN PUNCT	PRON AUX VERB DET ADJ NOUN ADP PRON NOUN ADP DET PROPN PROPN PUNCT	100.00000000000004	0.999999995
¿Hablas italiano?	Do you speak Italian?	Do you speak Italian?	100.00000000000004	0.999999995	VERB PRON VERB PROPN PUNCT	VERB PRON VERB PROPN PUNCT	100.00000000000004	0.999999995
No puedo pensar con ese ruido, dijo ella, mirando fijamente su máquina de escribir.	I can't think with that noise, she said, as she stared at the typewriter.	“I cannot think with that noise,” she said, staring at her typewriter.	32.372863458001106	0.559999995008	PRON AUX ADV VERB INTJ DET NOUN PUNCT PRON VERB ADV ADV PRON VERB ADP DET NOUN PUNCT	INTJ PRON ADV VERB ADP PRON NOUN PUNCT PRON VERB PRON VERB ADP PRON NOUN PUNCT	24.813223883789995	0.7499999950781251
"Se dice que ""Hamlet"" es la obra más interesante jamás escrita."	"It is said that ""Hamlet"" is the most interesting play ever written."	Hamlet is said to be the most interesting work ever written.	19.320813030085752	0.6363636313636364	PRON VERB VERB ADP PROPN PROPN SYM DET ADV ADV ADJ NOUN PRON VERB PUNCT	PROPN VERB PRON VERB DET ADV ADV ADJ NOUN PRON VERB PUNCT	54.6475116464442	0.7777777728395062
¿Puedo hacer una pregunta?	Can I ask a question?	Can I ask a question?	100.00000000000004	0.999999995	AUX PRON VERB DET NOUN PUNCT	AUX PRON VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Es imposible para mí explicártelo.	It's impossible for me to explain it to you.	It's impossible for me to explain it to you.	100.00000000000004	0.999999995	PRON VERB ADV VERB PRON ADV VERB PRON ADP PRON PUNCT	PRON VERB ADV VERB PRON ADV VERB PRON ADP PRON PUNCT	100.00000000000004	0.999999995
No quiero pasarme el resto de mi vida arrepintiéndome de ello.	I don't want to spend the rest of my life regretting it.	I don't want to spend the rest of my life regretting it.	100.00000000000004	0.999999995	PRON VERB ADV VERB PRON VERB DET NOUN ADP PRON NOUN VERB PRON PUNCT	PRON VERB ADV VERB PRON VERB DET NOUN ADP PRON NOUN VERB PRON PUNCT	100.00000000000004	0.999999995
Nunca lo habría adivinado.	I would never have guessed that.	I never would have guessed.	18.084532109881547	0.7272727223140496	PRON AUX ADV VERB VERB DET PUNCT	PRON ADV ADV VERB VERB PUNCT	29.05925408079185	0.7999999952000001
Me olvidarás algún día.	You'll forget about me someday.	You'll forget me one day.	19.304869754804482	0.5999999950000001	PRON AUX VERB ADP PRON ADV PUNCT	PRON AUX VERB PRON DET NOUN PUNCT	27.77619034011791	0.6666666616666668
